,PD,EAD,LGD,Actual_Target,EL,EL_pct,RISK_TIER,DECISION
246247,0.03948831930756569,180000.0,0.45,0,3198.553863912821,0.01776974368840456,LOW,APPROVE
25770,0.08949416130781174,247500.0,0.45,1,9967.412215657534,0.040272372588515286,MEDIUM,MANUAL_REVIEW
124139,0.04681568965315819,755190.0,0.45,0,15909.63330112584,0.021067060343921185,LOW,APPROVE
104705,0.055392514914274216,755190.0,0.45,0,18824.343002149835,0.024926631711423397,LOW,APPROVE
121230,0.0749896988272667,808650.0,0.45,0,27288.18898050115,0.033745364472270015,LOW,APPROVE
12503,0.1358734667301178,894766.5,0.45,0,54708.76182103828,0.06114306002855301,MEDIUM,MANUAL_REVIEW
8940,0.04681568965315819,2961000.0,0.45,1,62379.56567835063,0.021067060343921185,LOW,APPROVE
59854,0.01935012824833393,478498.5,0.45,0,4166.553303735936,0.00870755771175027,LOW,APPROVE
154144,0.055392514914274216,306000.0,0.45,1,7627.5493036955595,0.024926631711423397,LOW,APPROVE
75092,0.02954048104584217,148140.0,0.45,0,1969.2570879589766,0.013293216470628977,LOW,APPROVE
239182,0.15819208323955536,453366.0,0.45,0,32273.510404492918,0.07118643745779991,MEDIUM,MANUAL_REVIEW
151785,0.14364640414714813,592560.0,0.45,0,38303.600958645344,0.06464088186621667,MEDIUM,MANUAL_REVIEW
181338,0.09035779535770416,1764000.0,0.45,0,71726.01795494558,0.040661007910966884,MEDIUM,MANUAL_REVIEW
20764,0.08949416130781174,193392.0,0.45,0,7788.354679638148,0.040272372588515286,MEDIUM,MANUAL_REVIEW
91798,0.02122514694929123,103500.0,0.45,0,988.561219163239,0.009551316127181053,LOW,APPROVE
139132,0.01032863836735487,284400.0,0.45,0,1321.8591382540762,0.004647887265309692,LOW,APPROVE
205827,0.09035779535770416,342000.0,0.45,0,13906.064705550672,0.04066100791096688,MEDIUM,MANUAL_REVIEW
251885,0.04681568965315819,593010.0,0.45,0,12492.977454548702,0.021067060343921185,LOW,APPROVE
141058,0.17468354105949402,370107.0,0.45,1,29093.220598907767,0.0786075934767723,MEDIUM,MANUAL_REVIEW
276965,0.04681568965315819,381528.0,0.45,0,8037.673398895562,0.021067060343921185,LOW,APPROVE
110208,0.01032863836735487,1360498.5,0.45,0,6323.443652622937,0.004647887265309692,LOW,APPROVE
159977,0.055392514914274216,528633.0,0.45,0,13177.040101504885,0.024926631711423397,LOW,APPROVE
147868,0.08154802769422531,312768.0,0.45,0,11477.526086640359,0.03669661246240139,LOW,APPROVE
115594,0.08949416130781174,446787.0,0.45,0,17993.17253170498,0.040272372588515286,MEDIUM,MANUAL_REVIEW
294532,0.01935012824833393,296505.0,0.45,0,2581.8343993225135,0.00870755771175027,LOW,APPROVE
301795,0.0749896988272667,376956.0,0.45,0,12720.517610009016,0.033745364472270015,LOW,APPROVE
54649,0.08154802769422531,1236816.0,0.45,0,45386.95743929744,0.03669661246240139,LOW,APPROVE
47057,0.02122514694929123,675000.0,0.45,0,6447.138385847211,0.009551316127181053,LOW,APPROVE
159034,0.03691275045275688,357552.0,0.45,0,5939.202487447858,0.016610737703740597,LOW,APPROVE
139682,0.16336633265018463,865854.0,0.45,0,63653.12666572183,0.07351484969258308,MEDIUM,MANUAL_REVIEW
297265,0.08949416130781174,270000.0,0.45,0,10873.540598899128,0.040272372588515286,MEDIUM,MANUAL_REVIEW
13425,0.10454985499382019,284400.0,0.45,0,13380.290442109108,0.047047434747219084,MEDIUM,MANUAL_REVIEW
104562,0.02122514694929123,675000.0,0.45,0,6447.138385847211,0.009551316127181053,LOW,APPROVE
124522,0.055392514914274216,341280.0,0.45,0,8506.960870474577,0.024926631711423397,LOW,APPROVE
41124,0.01935012824833393,518562.0,0.45,0,4515.408542120643,0.00870755771175027,LOW,APPROVE
102705,0.08154802769422531,450000.0,0.45,0,16513.475608080626,0.03669661246240139,LOW,APPROVE
66491,0.3456561863422394,225000.0,0.45,1,34997.68886715174,0.15554528385400773,HIGH,DECLINE
244284,0.16336633265018463,225000.0,0.45,0,16540.841180831194,0.07351484969258308,MEDIUM,MANUAL_REVIEW
129550,0.03190013766288757,900000.0,0.45,0,12919.555753469467,0.014355061948299408,LOW,APPROVE
87435,0.3731343150138855,208512.0,0.45,0,35011.34203147888,0.16791044175624847,HIGH,DECLINE
107493,0.03948831930756569,1078200.0,0.45,0,19159.337644837797,0.01776974368840456,LOW,APPROVE
273364,0.08154802769422531,278505.0,0.45,0,10220.1900538411,0.03669661246240139,LOW,APPROVE
293688,0.061991870403289795,468733.5,0.45,0,13075.949873556197,0.02789634168148041,LOW,APPROVE
74439,0.04681568965315819,284400.0,0.45,0,5991.471961811185,0.021067060343921185,LOW,APPROVE
102529,0.014641288667917252,1530000.0,0.45,0,10080.527247861028,0.006588579900562763,LOW,APPROVE
130397,0.14920486509799957,250272.0,0.45,0,16803.809999012945,0.0671421892940998,MEDIUM,MANUAL_REVIEW
112775,0.04131736606359482,315000.0,0.45,0,5856.7366395145655,0.01859281472861767,LOW,APPROVE
1873,0.01935012824833393,270000.0,0.45,0,2351.0405821725726,0.00870755771175027,LOW,APPROVE
278564,0.01032863836735487,1755000.0,0.45,0,8157.0421506185085,0.004647887265309692,LOW,APPROVE
95545,0.3396226465702057,808650.0,0.45,0,123586.13391704857,0.15283019095659256,HIGH,DECLINE
17784,0.0749896988272667,140746.5,0.45,0,4749.541940696352,0.033745364472270015,LOW,APPROVE
241029,0.5945945978164673,254700.0,0.45,0,68149.4598287344,0.2675675690174103,HIGH,DECLINE
240533,0.08949416130781174,528633.0,0.45,0,21289.3051385846,0.040272372588515286,MEDIUM,MANUAL_REVIEW
121964,0.20600858330726624,407520.0,0.45,0,37778.67804121971,0.09270386248826981,MEDIUM,MANUAL_REVIEW
31363,0.02122514694929123,450000.0,0.45,0,4298.092257231474,0.009551316127181053,LOW,APPROVE
183719,0.055392514914274216,450000.0,0.45,0,11216.984270140529,0.024926631711423397,LOW,APPROVE
137263,0.08949416130781174,225000.0,0.45,0,9061.28383241594,0.04027237258851529,MEDIUM,MANUAL_REVIEW
218667,0.08124999701976776,188685.0,0.45,0,6898.795059453696,0.03656249865889549,LOW,APPROVE
203194,0.03691275045275688,1762110.0,0.45,0,29269.947015138343,0.016610737703740597,LOW,APPROVE
81263,0.14920486509799957,545040.0,0.45,1,36595.17885285616,0.0671421892940998,MEDIUM,MANUAL_REVIEW
266170,0.0749896988272667,677664.0,0.45,0,22868.018669736386,0.033745364472270015,LOW,APPROVE
201302,0.0749896988272667,1288350.0,0.45,0,43475.84031784907,0.033745364472270015,LOW,APPROVE
197194,0.10454985499382019,720000.0,0.45,0,33874.15301799774,0.047047434747219084,MEDIUM,MANUAL_REVIEW
89622,0.12295082211494446,113746.5,0.45,0,6293.351559463888,0.055327869951725006,MEDIUM,MANUAL_REVIEW
134411,0.0749896988272667,450000.0,0.45,0,15185.414012521507,0.033745364472270015,LOW,APPROVE
156827,0.0749896988272667,675000.0,0.45,0,22778.12101878226,0.033745364472270015,LOW,APPROVE
77470,0.1358734667301178,1042560.0,0.45,0,63745.30866336823,0.06114306002855301,MEDIUM,MANUAL_REVIEW
291704,0.10454985499382019,225000.0,0.45,0,10585.672818124294,0.047047434747219084,MEDIUM,MANUAL_REVIEW
176887,0.14920486509799957,640080.0,0.45,0,42976.372523367405,0.0671421892940998,MEDIUM,MANUAL_REVIEW
11986,0.055392514914274216,900000.0,0.45,0,22433.968540281057,0.024926631711423397,LOW,APPROVE
115385,0.015748031437397003,545040.0,0.45,0,3862.488174587488,0.007086614146828651,LOW,APPROVE
80056,0.09035779535770416,625356.0,0.45,0,25427.605263170604,0.04066100791096688,MEDIUM,MANUAL_REVIEW
295965,0.02954048104584217,138204.0,0.45,0,1837.175689106807,0.013293216470628977,LOW,APPROVE
93342,0.14920486509799957,397881.0,0.45,0,26714.601418525723,0.0671421892940998,MEDIUM,MANUAL_REVIEW
132620,0.08154802769422531,900000.0,0.45,0,33026.95121616125,0.03669661246240139,LOW,APPROVE
15460,0.08154802769422531,397881.0,0.45,1,14600.884863152729,0.03669661246240139,LOW,APPROVE
36953,0.14920486509799957,450000.0,0.45,0,30213.985182344913,0.0671421892940998,MEDIUM,MANUAL_REVIEW
51537,0.09035779535770416,269550.0,0.45,0,10960.174682401122,0.04066100791096688,MEDIUM,MANUAL_REVIEW
294023,0.061991870403289795,454500.0,0.45,0,12678.887294232845,0.02789634168148041,LOW,APPROVE
126346,0.0749896988272667,942300.0,0.45,0,31798.256942220036,0.033745364472270015,LOW,APPROVE
273980,0.26323118805885315,450000.0,0.45,1,53304.31558191776,0.11845403462648392,HIGH,DECLINE
276975,0.14920486509799957,604152.0,0.45,0,40564.08794640899,0.0671421892940998,MEDIUM,MANUAL_REVIEW
249088,0.04131736606359482,585000.0,0.45,0,10876.796616241336,0.01859281472861767,LOW,APPROVE
307471,0.04681568965315819,592560.0,0.45,0,12483.497277393937,0.021067060343921185,LOW,APPROVE
181524,0.03190013766288757,976711.5,0.45,1,14020.754088116437,0.014355061948299408,LOW,APPROVE
97236,0.10454985499382019,180000.0,0.45,0,8468.538254499435,0.047047434747219084,MEDIUM,MANUAL_REVIEW
48401,0.16336633265018463,315000.0,0.45,1,23157.17765316367,0.07351484969258308,MEDIUM,MANUAL_REVIEW
12592,0.02122514694929123,148365.0,0.45,0,1417.081017209217,0.009551316127181053,LOW,APPROVE
86679,0.02954048104584217,472500.0,0.45,0,6281.044782372192,0.013293216470628977,LOW,APPROVE
205009,0.14920486509799957,562491.0,0.45,0,37766.87719822749,0.0671421892940998,MEDIUM,MANUAL_REVIEW
117057,0.03948831930756569,303489.0,0.45,0,5392.9217422502115,0.01776974368840456,LOW,APPROVE
70694,0.14920486509799957,238500.0,0.45,0,16013.412146642804,0.0671421892940998,MEDIUM,MANUAL_REVIEW
184645,0.12295082211494446,1125000.0,0.45,0,62243.85369569063,0.055327869951725006,MEDIUM,MANUAL_REVIEW
230478,0.14920486509799957,339241.5,0.45,0,22777.41700941436,0.0671421892940998,MEDIUM,MANUAL_REVIEW
166864,0.061991870403289795,225000.0,0.45,0,6276.676878333092,0.02789634168148041,LOW,APPROVE
245173,0.26323118805885315,450000.0,0.45,0,53304.31558191776,0.11845403462648392,HIGH,DECLINE
4661,0.0749896988272667,270000.0,0.45,0,9111.248407512903,0.033745364472270015,LOW,APPROVE
214723,0.09035779535770416,545040.0,0.45,0,22161.87575179339,0.04066100791096688,MEDIUM,MANUAL_REVIEW
192790,0.5555555820465088,417024.0,0.45,0,104256.00497131348,0.25000001192092897,HIGH,DECLINE
299466,0.02122514694929123,225000.0,0.45,0,2149.046128615737,0.009551316127181053,LOW,APPROVE
40669,0.09035779535770416,288873.0,0.45,0,11745.867338264734,0.04066100791096688,MEDIUM,MANUAL_REVIEW
265972,0.02122514694929123,135000.0,0.45,0,1289.4276771694422,0.009551316127181053,LOW,APPROVE
171846,0.061991870403289795,1078200.0,0.45,0,30077.835600972176,0.02789634168148041,LOW,APPROVE
72359,0.02122514694929123,1091565.0,0.45,0,10425.882388366386,0.009551316127181053,LOW,APPROVE
44314,0.02954048104584217,270000.0,0.45,0,3589.1684470698237,0.013293216470628977,LOW,APPROVE
25775,0.04681568965315819,270000.0,0.45,0,5688.10629285872,0.021067060343921185,LOW,APPROVE
63114,0.01032863836735487,66222.0,0.45,0,307.7923904833384,0.004647887265309692,LOW,APPROVE
222485,0.04131736606359482,270000.0,0.45,0,5020.05997672677,0.01859281472861767,LOW,APPROVE
253030,0.03948831930756569,1012653.0,0.45,0,17994.584255293943,0.01776974368840456,LOW,APPROVE
111252,0.03691275045275688,331834.5,0.45,0,5512.01584055191,0.016610737703740597,LOW,APPROVE
80578,0.04131736606359482,702000.0,0.45,0,13052.155939489603,0.01859281472861767,LOW,APPROVE
146463,0.04131736606359482,312840.0,0.45,0,5816.576159700751,0.01859281472861767,LOW,APPROVE
47475,0.02954048104584217,225000.0,0.45,0,2990.97370589152,0.013293216470628977,LOW,APPROVE
2120,0.01935012824833393,314100.0,0.45,0,2735.0438772607595,0.00870755771175027,LOW,APPROVE
193570,0.01032863836735487,634482.0,0.45,0,2949.0008078682235,0.004647887265309692,LOW,APPROVE
189002,0.02954048104584217,155938.5,0.45,0,2072.9242366051767,0.013293216470628977,LOW,APPROVE
51165,0.0749896988272667,325908.0,0.45,0,10997.884244428576,0.033745364472270015,LOW,APPROVE
162913,0.0749896988272667,225000.0,0.45,0,7592.707006260754,0.033745364472270015,LOW,APPROVE
211764,0.01935012824833393,573628.5,0.45,0,4994.9032688547395,0.00870755771175027,LOW,APPROVE
45165,0.14920486509799957,760225.5,0.45,0,51043.20442720167,0.0671421892940998,MEDIUM,MANUAL_REVIEW
87051,0.03948831930756569,450000.0,0.45,0,7996.384659782052,0.01776974368840456,LOW,APPROVE
103619,0.04131736606359482,675000.0,0.45,0,12550.149941816926,0.01859281472861767,LOW,APPROVE
140548,0.08154802769422531,536917.5,0.45,0,19703.0534217814,0.03669661246240139,LOW,APPROVE
232980,0.00374531839042902,1436850.0,0.45,0,2421.657328179572,0.001685393275693059,LOW,APPROVE
127044,0.055392514914274216,706410.0,0.45,0,17608.421907266602,0.024926631711423397,LOW,APPROVE
21831,0.21164773404598236,600988.5,0.45,0,57239.03439571224,0.09524148032069206,MEDIUM,MANUAL_REVIEW
44412,0.14920486509799957,573628.5,0.45,0,38514.67333149053,0.0671421892940998,MEDIUM,MANUAL_REVIEW
187453,0.055392514914274216,139230.0,0.45,0,3470.5349331814796,0.024926631711423397,LOW,APPROVE
101868,0.01935012824833393,543915.0,0.45,0,4736.1712527866475,0.00870755771175027,LOW,APPROVE
221029,0.01935012824833393,835380.0,0.45,0,7274.11956124194,0.00870755771175027,LOW,APPROVE
235576,0.04131736606359482,47970.0,0.45,0,891.8973225317895,0.01859281472861767,LOW,APPROVE
145872,0.14920486509799957,244584.0,0.45,1,16421.905226308107,0.0671421892940998,MEDIUM,MANUAL_REVIEW
144325,0.20600858330726624,545040.0,0.45,0,50527.313210606575,0.09270386248826981,MEDIUM,MANUAL_REVIEW
192884,0.02954048104584217,723996.0,0.45,0,9624.235551869497,0.013293216470628977,LOW,APPROVE
67690,0.08154802769422531,204858.0,0.45,1,7517.594635822625,0.03669661246240139,LOW,APPROVE
6641,0.02122514694929123,454500.0,0.45,0,4341.073179803789,0.009551316127181053,LOW,APPROVE
101695,0.01032863836735487,144279.0,0.45,0,670.592526751617,0.004647887265309692,LOW,APPROVE
34599,0.01935012824833393,298512.0,0.45,0,2599.3104676499966,0.00870755771175027,LOW,APPROVE
35750,0.01935012824833393,337500.0,0.45,0,2938.8007277157158,0.00870755771175027,LOW,APPROVE
62816,0.04681568965315819,270000.0,0.45,0,5688.10629285872,0.021067060343921185,LOW,APPROVE
291128,0.09035779535770416,203760.0,0.45,0,8285.08697193861,0.04066100791096687,MEDIUM,MANUAL_REVIEW
106089,0.47035571932792664,352044.0,0.45,1,74513.65898478626,0.21166007369756695,HIGH,DECLINE
293400,0.16336633265018463,545040.0,0.45,0,40068.533676445484,0.07351484969258308,MEDIUM,MANUAL_REVIEW
114304,0.02954048104584217,134775.0,0.45,0,1791.5932498290204,0.013293216470628977,LOW,APPROVE
223681,0.055392514914274216,152820.0,0.45,0,3809.2878581397235,0.024926631711423397,LOW,APPROVE
225918,0.20600858330726624,403330.5,0.45,1,37390.29520932511,0.09270386248826981,MEDIUM,MANUAL_REVIEW
234352,0.02122514694929123,1695483.0,0.45,0,16194.094121261312,0.009551316127181053,LOW,APPROVE
271989,0.14920486509799957,450000.0,0.45,1,30213.985182344913,0.0671421892940998,MEDIUM,MANUAL_REVIEW
246550,0.04131736606359482,314100.0,0.45,0,5840.00310625881,0.01859281472861767,LOW,APPROVE
142451,0.01032863836735487,50940.0,0.45,0,236.76337729487568,0.004647887265309692,LOW,APPROVE
48875,0.04681568965315819,306000.0,0.45,0,6446.5204652398825,0.021067060343921185,LOW,APPROVE
284838,0.01032863836735487,1354500.0,0.45,0,6295.563300861977,0.004647887265309692,LOW,APPROVE
187575,0.055392514914274216,538704.0,0.45,0,13428.07620947063,0.024926631711423397,LOW,APPROVE
186172,0.02954048104584217,276277.5,0.45,0,3672.616613464197,0.013293216470628977,LOW,APPROVE
208793,0.04131736606359482,825673.5,0.45,0,15351.594411829301,0.01859281472861767,LOW,APPROVE
34514,0.04681568965315819,450000.0,0.45,0,9480.177154764533,0.021067060343921185,LOW,APPROVE
230701,0.04131736606359482,755190.0,0.45,0,14041.107754904777,0.01859281472861767,LOW,APPROVE
190339,0.055392514914274216,859500.0,0.45,1,21424.43995596841,0.024926631711423397,LOW,APPROVE
225869,0.5263158082962036,364846.5,0.45,0,86411.0162481934,0.23684211373329167,HIGH,DECLINE
69475,0.02122514694929123,838453.5,0.45,0,8008.334436441399,0.009551316127181053,LOW,APPROVE
283252,0.0749896988272667,95940.0,0.45,0,3237.5302674695854,0.033745364472270015,LOW,APPROVE
302479,0.12295082211494446,270000.0,0.45,0,14938.524886965752,0.055327869951725006,MEDIUM,MANUAL_REVIEW
171789,0.04681568965315819,1129500.0,0.45,0,23795.244658458978,0.021067060343921185,LOW,APPROVE
98507,0.01935012824833393,690048.0,0.45,0,6008.63278387785,0.00870755771175027,LOW,APPROVE
305450,0.03190013766288757,256167.0,0.45,0,3677.2931541100147,0.014355061948299408,LOW,APPROVE
279291,0.0749896988272667,675000.0,0.45,0,22778.12101878226,0.033745364472270015,LOW,APPROVE
103761,0.01935012824833393,755190.0,0.45,0,6575.860508336686,0.00870755771175027,LOW,APPROVE
297357,0.04131736606359482,180000.0,0.45,0,3346.7066511511803,0.01859281472861767,LOW,APPROVE
129559,0.08949416130781174,284400.0,0.45,1,11453.462764173748,0.040272372588515286,MEDIUM,MANUAL_REVIEW
7765,0.02122514694929123,314055.0,0.45,0,2999.6385863218457,0.009551316127181053,LOW,APPROVE
112269,0.061991870403289795,1006920.0,0.45,0,28089.384365916252,0.02789634168148041,LOW,APPROVE
298218,0.47035571932792664,835380.0,0.45,0,176816.5923654735,0.21166007369756698,HIGH,DECLINE
120811,0.02122514694929123,1078200.0,0.45,0,10298.229048326612,0.009551316127181053,LOW,APPROVE
65834,0.1358734667301178,521280.0,0.45,0,31872.654331684116,0.06114306002855301,MEDIUM,MANUAL_REVIEW
223323,0.01032863836735487,501390.0,0.45,0,2330.404195953626,0.004647887265309692,LOW,APPROVE
225264,0.08124999701976776,1125000.0,0.45,0,41132.81099125743,0.03656249865889549,LOW,APPROVE
227526,0.2219570428133011,219870.0,0.45,0,21960.76275151223,0.09988066926598549,MEDIUM,MANUAL_REVIEW
174226,0.03190013766288757,781920.0,0.45,0,11224.510038614273,0.014355061948299408,LOW,APPROVE
137741,0.04681568965315819,900000.0,0.45,0,18960.354309529066,0.021067060343921185,LOW,APPROVE
14289,0.00374531839042902,1800000.0,0.45,0,3033.707896247506,0.001685393275693059,LOW,APPROVE
55800,0.055392514914274216,404325.0,0.45,0,10078.460366721265,0.024926631711423397,LOW,APPROVE
56474,0.01032863836735487,780363.0,0.45,0,3627.039250018867,0.004647887265309692,LOW,APPROVE
47668,0.0749896988272667,1006920.0,0.45,0,33978.88239441812,0.033745364472270015,LOW,APPROVE
105808,0.01935012824833393,679500.0,0.45,0,5916.785465134308,0.00870755771175027,LOW,APPROVE
261706,0.02954048104584217,544491.0,0.45,0,7238.036729309242,0.013293216470628977,LOW,APPROVE
268565,0.0749896988272667,202500.0,0.45,0,6833.436305634678,0.033745364472270015,LOW,APPROVE
13999,0.02122514694929123,1076247.0,0.45,0,10279.575327930226,0.009551316127181053,LOW,APPROVE
257298,0.011976048350334167,147888.0,0.45,0,797.0012272953987,0.005389221757650375,LOW,APPROVE
107496,0.02122514694929123,604152.0,0.45,0,5770.446740868688,0.009551316127181053,LOW,APPROVE
145807,0.1358734667301178,585000.0,0.45,0,35768.69011670351,0.061143060028553006,MEDIUM,MANUAL_REVIEW
86355,0.055392514914274216,284400.0,0.45,0,7089.134058728814,0.024926631711423397,LOW,APPROVE
239861,0.061991870403289795,343800.0,0.45,0,9590.762270092964,0.02789634168148041,LOW,APPROVE
134736,0.055392514914274216,740704.5,0.45,0,18463.26827849401,0.024926631711423397,LOW,APPROVE
196051,0.17468354105949402,742500.0,0.45,0,58366.13815650344,0.0786075934767723,MEDIUM,MANUAL_REVIEW
111645,0.04131736606359482,576837.0,0.45,0,10725.02346961163,0.01859281472861767,LOW,APPROVE
227351,0.14920486509799957,1546020.0,0.45,0,103803.16749246418,0.0671421892940998,MEDIUM,MANUAL_REVIEW
88313,0.04681568965315819,900000.0,0.45,0,18960.354309529066,0.021067060343921185,LOW,APPROVE
14977,0.1625615805387497,675000.0,0.45,0,49378.08008864523,0.07315271124243737,MEDIUM,MANUAL_REVIEW
45627,0.08949416130781174,101880.0,0.45,0,4102.949319317937,0.04027237258851528,MEDIUM,MANUAL_REVIEW
110225,0.01032863836735487,157500.0,0.45,0,732.0422442862764,0.004647887265309692,LOW,APPROVE
4573,0.3456561863422394,408780.0,0.45,0,63583.80113384128,0.15554528385400773,HIGH,DECLINE
47198,0.26323118805885315,180000.0,0.45,1,21321.726232767105,0.11845403462648392,HIGH,DECLINE
194047,0.26323118805885315,592560.0,0.45,1,70191.12275826931,0.11845403462648392,HIGH,DECLINE
148034,0.01032863836735487,280170.0,0.45,0,1302.1985751218162,0.004647887265309692,LOW,APPROVE
223093,0.014641288667917252,490495.5,0.45,0,3231.6687926164827,0.006588579900562763,LOW,APPROVE
30799,0.0749896988272667,74628.0,0.45,0,2518.3490598365665,0.033745364472270015,LOW,APPROVE
31411,0.14364640414714813,231813.0,0.45,0,14984.596748053284,0.06464088186621667,MEDIUM,MANUAL_REVIEW
274905,0.00699300691485405,239850.0,0.45,0,754.7727188374848,0.0031468531116843226,LOW,APPROVE
74062,0.02954048104584217,740700.0,0.45,0,9846.285439794883,0.013293216470628977,LOW,APPROVE
167737,0.08154802769422531,227493.0,0.45,1,8348.22245890908,0.03669661246240139,LOW,APPROVE
11850,0.055392514914274216,711000.0,0.45,0,17722.835146822035,0.024926631711423397,LOW,APPROVE
102722,0.01935012824833393,254700.0,0.45,0,2217.8149491827935,0.00870755771175027,LOW,APPROVE
62593,0.10454985499382019,270000.0,0.45,0,12702.807381749153,0.047047434747219084,MEDIUM,MANUAL_REVIEW
197684,0.16336633265018463,312768.0,0.45,0,22993.092508649825,0.07351484969258308,MEDIUM,MANUAL_REVIEW
48661,0.15819208323955536,545040.0,0.45,0,38799.455871999264,0.07118643745779991,MEDIUM,MANUAL_REVIEW
38053,0.10389610379934311,755190.0,0.45,0,35307.584382701665,0.0467532467097044,MEDIUM,MANUAL_REVIEW
251468,0.01935012824833393,540000.0,0.45,0,4702.081164345145,0.00870755771175027,LOW,APPROVE
163851,0.01935012824833393,1006920.0,0.45,0,8767.81401111558,0.00870755771175027,LOW,APPROVE
235344,0.02122514694929123,312768.0,0.45,0,2987.3460424661635,0.009551316127181053,LOW,APPROVE
199682,0.061991870403289795,1374480.0,0.45,0,38342.96371436119,0.02789634168148041,LOW,APPROVE
27224,0.014641288667917252,1080000.0,0.45,0,7115.666292607784,0.006588579900562763,LOW,APPROVE
14899,0.08949416130781174,225000.0,0.45,0,9061.28383241594,0.04027237258851529,MEDIUM,MANUAL_REVIEW
17132,0.0749896988272667,352044.0,0.45,0,11879.853090275825,0.033745364472270015,LOW,APPROVE
294455,0.04131736606359482,62554.5,0.45,0,1163.064228941314,0.01859281472861767,LOW,APPROVE
5147,0.02954048104584217,763870.5,0.45,0,10154.295912027592,0.013293216470628977,LOW,APPROVE
236115,0.2219570428133011,157500.0,0.45,1,15731.205409392715,0.09988066926598549,MEDIUM,MANUAL_REVIEW
204654,0.09035779535770416,388152.0,0.45,0,15782.651542657615,0.04066100791096688,MEDIUM,MANUAL_REVIEW
237127,0.061991870403289795,180000.0,0.45,0,5021.341502666473,0.02789634168148041,LOW,APPROVE
256710,0.00699300691485405,127350.0,0.45,0,400.7517437729985,0.0031468531116843226,LOW,APPROVE
235150,0.061991870403289795,314100.0,0.45,0,8762.240922152996,0.02789634168148041,LOW,APPROVE
216930,0.02954048104584217,543735.0,0.45,0,7227.987057657447,0.013293216470628977,LOW,APPROVE
182351,0.014641288667917252,239850.0,0.45,0,1580.2708891499788,0.006588579900562763,LOW,APPROVE
183681,0.02954048104584217,808650.0,0.45,1,10749.559498974122,0.013293216470628977,LOW,APPROVE
268993,0.1358734667301178,961146.0,0.45,0,58767.407574203615,0.06114306002855301,MEDIUM,MANUAL_REVIEW
193946,0.10454985499382019,1078200.0,0.45,0,50726.54414445162,0.047047434747219084,MEDIUM,MANUAL_REVIEW
296026,0.14364640414714813,521280.0,0.45,1,33695.99889922142,0.06464088186621667,MEDIUM,MANUAL_REVIEW
33222,0.09035779535770416,792162.0,0.45,0,32210.105348767345,0.04066100791096688,MEDIUM,MANUAL_REVIEW
301633,0.20600858330726624,512064.0,0.45,0,47470.31064119339,0.09270386248826981,MEDIUM,MANUAL_REVIEW
173292,0.08949416130781174,807984.0,0.45,0,32539.432693558934,0.040272372588515286,MEDIUM,MANUAL_REVIEW
237407,0.061991870403289795,657000.0,0.45,0,18327.896484732628,0.02789634168148041,LOW,APPROVE
103008,0.055392514914274216,544491.0,0.45,1,13572.326627184637,0.024926631711423397,LOW,APPROVE
249322,0.015748031437397003,450000.0,0.45,0,3188.976366072893,0.007086614146828651,LOW,APPROVE
255313,0.18987341225147247,180000.0,0.45,0,15379.74639236927,0.08544303551316261,MEDIUM,MANUAL_REVIEW
126151,0.01935012824833393,472500.0,0.45,0,4114.321018802002,0.00870755771175027,LOW,APPROVE
264628,0.08124999701976776,1223010.0,0.45,1,44716.301484815776,0.03656249865889549,LOW,APPROVE
195034,0.04681568965315819,550980.0,0.45,0,11607.528908293694,0.021067060343921185,LOW,APPROVE
90788,0.04681568965315819,539100.0,0.45,0,11357.25223140791,0.021067060343921185,LOW,APPROVE
272500,0.015748031437397003,312768.0,0.45,0,2216.4661334753036,0.007086614146828651,LOW,APPROVE
238778,0.02954048104584217,1125000.0,0.45,0,14954.868529457599,0.013293216470628977,LOW,APPROVE
35522,0.00699300691485405,640080.0,0.45,0,2014.2377397269013,0.0031468531116843226,LOW,APPROVE
176795,0.0749896988272667,123768.0,0.45,0,4176.596270003915,0.033745364472270015,LOW,APPROVE
182658,0.1593625545501709,728460.0,0.45,0,52240.16091942787,0.0717131495475769,MEDIUM,MANUAL_REVIEW
123216,0.061991870403289795,720000.0,0.45,0,20085.366010665894,0.02789634168148041,LOW,APPROVE
248613,0.01032863836735487,274500.0,0.45,0,1275.8450543275103,0.004647887265309692,LOW,APPROVE
191712,0.01032863836735487,755190.0,0.45,0,3510.037983889226,0.004647887265309692,LOW,APPROVE
89655,0.08154802769422531,808650.0,0.45,0,29674.715667720884,0.03669661246240139,LOW,APPROVE
141472,0.01032863836735487,457834.5,0.45,0,2127.96314216943,0.004647887265309692,LOW,APPROVE
24445,0.055392514914274216,675000.0,0.45,0,16825.476405210793,0.024926631711423397,LOW,APPROVE
254331,0.17575757205486298,1125000.0,0.45,0,88977.27085277438,0.07909090742468834,MEDIUM,MANUAL_REVIEW
244749,0.015748031437397003,720310.5,0.45,0,5104.562579409219,0.007086614146828651,LOW,APPROVE
171709,0.5555555820465088,808650.0,0.45,0,202162.5096398592,0.25000001192092897,HIGH,DECLINE
290403,0.14920486509799957,722394.0,0.45,0,48503.11469292193,0.0671421892940998,MEDIUM,MANUAL_REVIEW
245641,0.47035571932792664,450000.0,0.45,0,95247.03316390514,0.21166007369756698,HIGH,DECLINE
229333,0.03948831930756569,314100.0,0.45,0,5581.476492527872,0.01776974368840456,LOW,APPROVE
